235,273448070,CASPIAN STREAM,UCRQ,9228332,141,17,2020-02-11 09:58:56.923
237,273448780,ZALIV               ,UIZC   ,0,20,4,2020-02-11 09:59:26.440
238,273448930,UGAH DISCOVERY,UBYR9  ,9823871,120,17,2020-02-02 14:59:36.740
239,273449160,GEROY PETROV,UATG,0,45,8,2020-02-11 09:54:00.233
240,273449410,MARIZA,UBLE,8711930,77,14,2020-02-11 08:40:34.587
241,273449600,BRIZ,"",5119485,22,5,2020-02-11 09:59:56.390
242,273449780,AGAT    ,UIGN,0,21,6,2020-02-11 09:35:59.900
243,273449900,SCHS AZOV,UENI,0,22,5,2020-02-11 07:46:53.110
244,273450950,RONDO,"",,34,8,2020-02-11 09:59:53.270
245,273451170,ORLAN,UBQS5,0,20,5,2019-10-07 23:59:42.250
246,273452220,TOPAZ,TOPAZ,,8,3,2019-10-30 18:05:10.720
247,273452380,DOBRYNYA,UBSS8,9017343,28,8,2020-02-11 09:59:52.887
249,273454440,OZERNY 202          ,UEQW   ,0,49,10,2019-11-18 23:59:50.100
250,273455960,PERESVET,UDKM,8897564,27,8,2020-02-11 09:59:18.387
251,273456240,VAN GOGH,UBGS9,8101410,119,13,2020-02-06 23:59:58.713
252,273456290,YUG-2               ,UBWS3  ,0,16,4,2020-02-11 09:59:36.073
253,273456350,AKINSI              ,UBIS2  ,872604000,56,11,2019-11-10 11:42:39.297
254,273457720,CAPTAIN IVAN VIKULOV,UGRZ,8862038,140,17,2020-02-02 04:58:58.223
255,273458810,SL MAURITIUS        ,UBDS4,9397937,26,10,2020-02-11 09:59:47.490
256,273520100,DERZKIY             ,UATH   ,,26,6,2020-02-11 09:59:34.037
257,273536000,TNG-4        ,  UBBT4,7906796,60,11,2020-02-11 09:54:15.690
258,273554300,AGINSKOYE       ,UELR ,8894536,78,14,2020-02-02 00:00:02.000
259,273707070,AZARIYA R10-44DD    ,"",,11,4,2019-09-27 15:19:46.230
260,273797979,KASATKA,0,,0,0,2019-12-27 10:44:50.587
261,273818118,ALYONA,0,,6,2,2019-11-11 07:17:01.697
262,273888000,YORSH,0,,0,0,2019-11-28 08:20:11.650
263,273949494,ANASTASIYA-1,0,,6,2,2019-11-19 11:48:54.503
264,352386000,YURIY POLTORATZKIY  ,3EID7  ,8986389,140,17,2020-02-06 14:59:27.950
265,354574000,PETRA II,3EZO6,8902474,183,31,2020-02-11 09:59:43.803
266,354669000,PETRA I,3FYD8,8902462,183,31,2020-02-11 09:59:27.223
267,355008000,NAZMI C             ,3EZM9  ,9577769,180,30,2020-01-31 23:59:43.497
268,355135000,VERA P              ,H3RO   ,9100097,190,31,2020-01-26 19:47:25.963
269,355550000,OXANA-V             ,3EZR5  ,9077317,186,30,2019-11-08 23:54:38.913
270,355814000,TATIANA P,3EPB2,9077305,186,30,2019-12-26 22:55:00.607
271,356770000,NIKOLAY KUZNETSOV,3FIZ3,8036110,114,13,2020-02-08 19:59:58.543
272,370040000,ODINNADTSTAYA PYATIL,3FXP,7942910,114,13,2020-02-06 19:54:40.373
273,370601000,GRAND LIGHT,3FBA8,9055187,81,11,2019-12-28 00:14:37.273
274,371286000,DUBAI CROWN         ,3ECB   ,9326378,190,32,2019-09-06 15:55:59.990
275,372108000,PETRA STAR,H9HV,9101637,190,31,2019-12-31 14:56:13.147
276,372968000,PAVEL GRABOVSKIY,3EXM4,7830911,114,12,2020-02-08 09:56:54.007
277,373236000,DOOB,UBET6,9795696,22,10,2020-02-11 09:59:43.440
278,373422000,VOLGO_BALT 220      ,3EXL7  ,8841668,114,13,2020-02-11 09:58:41.757
279,373967000,SPINEL              ,3FJL4  ,9644823,200,32,2019-09-06 15:56:44.923
280,374300000,SOLIKAMSK,3ESS8,8986987,139,17,2019-12-03 23:59:44.730
281,374463000,FEOFAN SHOKHIREV    ,3EPK9  ,9094157,139,17,2020-01-28 23:59:15.030
